Station Name,day,Min Solar radiation,Average Solar radiation,Max Solar radiation
63rd Street Weather Station,08/26/2020,0,200.54166666666666,699
63rd Street Weather Station,06/18/2021,0,200.45833333333334,722
Oak Street Weather Station,08/29/2021,-6,200.45833333333334,835
Foster Weather Station,05/19/2021,2,200.375,899
Oak Street Weather Station,05/14/2022,-4,200.29166666666666,905
Oak Street Weather Station,07/04/2019,-6,200.16666666666666,970
Foster Weather Station,08/20/2015,0,200.16666666666666,863
63rd Street Weather Station,09/14/2018,0,200.1,679
63rd Street Weather Station,07/23/2016,0,200.04347826086956,777
Foster Weather Station,09/19/2021,2,199.95652173913044,636
Foster Weather Station,03/07/2023,4,199.8695652173913,669
Oak Street Weather Station,08/07/2017,-3,199.83333333333334,1017
Oak Street Weather Station,08/16/2016,-4,199.7826086956522,793
63rd Street Weather Station,05/17/2022,1,199.61904761904762,855
Foster Weather Station,03/21/2016,0,199.58333333333334,785
63rd Street Weather Station,09/05/2017,1,199.34782608695653,891
63rd Street Weather Station,09/27/2016,1,199.29166666666666,701
Foster Weather Station,03/08/2022,2,199.29166666666666,705
63rd Street Weather Station,04/17/2018,5,199.25,725
63rd Street Weather Station,09/09/2018,1,199.23809523809524,799
Foster Weather Station,08/23/2022,1,199.16666666666666,810
63rd Street Weather Station,07/12/2018,0,199.125,651
63rd Street Weather Station,03/24/2017,3,199.0,756
63rd Street Weather Station,08/08/2018,0,198.95652173913044,778
63rd Street Weather Station,05/26/2016,0,198.91304347826087,748
63rd Street Weather Station,04/01/2019,4,198.875,748
63rd Street Weather Station,08/08/2015,0,198.83333333333334,748
63rd Street Weather Station,04/04/2018,4,198.83333333333334,1004
63rd Street Weather Station,08/13/2021,0,198.83333333333334,679
63rd Street Weather Station,06/30/2018,0,198.79166666666666,848
63rd Street Weather Station,06/10/2022,1,198.70833333333334,838
63rd Street Weather Station,08/27/2018,0,198.5,779
Oak Street Weather Station,08/31/2015,0,198.47826086956522,656
Oak Street Weather Station,08/17/2021,-4,198.43478260869566,793
63rd Street Weather Station,08/31/2016,0,198.41666666666666,705
63rd Street Weather Station,09/24/2019,0,198.08333333333334,740
Foster Weather Station,09/13/2015,0,198.04347826086956,816
Oak Street Weather Station,09/12/2017,-3,198.0,719
Foster Weather Station,09/28/2021,2,197.79166666666666,659
Oak Street Weather Station,09/02/2021,-4,197.79166666666666,724
63rd Street Weather Station,03/16/2016,2,197.66666666666666,763
Foster Weather Station,08/31/2015,0,197.6086956521739,657
63rd Street Weather Station,09/14/2017,0,197.57142857142858,726
63rd Street Weather Station,04/06/2019,3,197.54166666666666,665
Oak Street Weather Station,06/30/2016,-3,197.52631578947367,974
Foster Weather Station,08/10/2021,0,197.5,831
Oak Street Weather Station,09/13/2016,-3,197.5,684
Oak Street Weather Station,05/13/2017,-2,197.5,880
Foster Weather Station,06/23/2021,2,197.45833333333334,1005
63rd Street Weather Station,03/03/2017,4,197.33333333333334,694
Foster Weather Station,09/14/2015,0,197.16666666666666,686
Oak Street Weather Station,05/22/2022,-2,197.08333333333334,893
Oak Street Weather Station,07/04/2016,-3,197.0,657
Oak Street Weather Station,07/24/2016,-4,196.95652173913044,906
Oak Street Weather Station,06/30/2018,-6,196.95652173913044,890
Foster Weather Station,09/30/2022,2,196.91666666666666,663
Oak Street Weather Station,06/09/2020,-4,196.875,1122
63rd Street Weather Station,09/09/2017,1,196.85,750
Oak Street Weather Station,08/02/2021,-3,196.79166666666666,814
63rd Street Weather Station,08/18/2017,0,196.7826086956522,758
63rd Street Weather Station,09/20/2017,0,196.77272727272728,703
Foster Weather Station,10/02/2020,0,196.70833333333334,691
Foster Weather Station,09/15/2021,2,196.54166666666666,714
Foster Weather Station,10/03/2022,2,196.45833333333334,673
63rd Street Weather Station,08/28/2017,0,196.33333333333334,953
63rd Street Weather Station,05/27/2016,0,196.33333333333334,1002
63rd Street Weather Station,04/12/2022,0,196.33333333333334,850
Foster Weather Station,09/16/2022,2,196.16666666666666,804
63rd Street Weather Station,08/31/2015,1,196.08333333333334,659
Oak Street Weather Station,06/13/2016,-2,196.04545454545453,848
63rd Street Weather Station,06/01/2019,0,195.91666666666666,761
Foster Weather Station,08/21/2021,2,195.91304347826087,885
Oak Street Weather Station,07/03/2019,-4,195.8695652173913,898
Foster Weather Station,09/15/2015,0,195.75,674
Foster Weather Station,03/21/2022,2,195.69565217391303,716
Oak Street Weather Station,08/06/2019,-5,195.66666666666666,822
63rd Street Weather Station,08/26/2017,0,195.65217391304347,736
Oak Street Weather Station,06/12/2021,-3,195.5,784
Oak Street Weather Station,08/07/2015,-2,195.45454545454547,764
Foster Weather Station,08/18/2021,2,195.41666666666666,779
Oak Street Weather Station,03/27/2023,1,195.33333333333334,708
Oak Street Weather Station,08/11/2022,-5,195.30434782608697,824
Oak Street Weather Station,07/06/2015,0,195.30434782608697,664
Oak Street Weather Station,04/06/2020,0,195.29166666666666,975
Foster Weather Station,03/09/2022,2,195.29166666666666,680
Oak Street Weather Station,06/01/2019,-4,195.04166666666666,795
63rd Street Weather Station,09/18/2019,0,195.04166666666666,654
63rd Street Weather Station,09/18/2021,0,195.0,645
Oak Street Weather Station,09/04/2019,-4,194.91666666666666,723
63rd Street Weather Station,06/13/2022,0,194.91304347826087,720
Oak Street Weather Station,08/19/2016,-4,194.83333333333334,814
63rd Street Weather Station,07/09/2015,2,194.75,807
63rd Street Weather Station,07/20/2019,0,194.75,854
63rd Street Weather Station,08/18/2015,0,194.70833333333334,886
Oak Street Weather Station,09/03/2022,-5,194.69565217391303,780
Foster Weather Station,09/26/2015,0,194.65217391304347,666
63rd Street Weather Station,09/10/2021,0,194.30434782608697,828
63rd Street Weather Station,09/25/2021,1,194.30434782608697,699
Oak Street Weather Station,03/11/2016,2,194.26315789473685,717
Oak Street Weather Station,09/02/2019,-4,194.25,805
Oak Street Weather Station,09/24/2017,-5,194.1764705882353,642
Oak Street Weather Station,09/15/2021,-4,194.0,684
63rd Street Weather Station,07/14/2017,0,193.95652173913044,932
Foster Weather Station,08/19/2022,1,193.875,796
63rd Street Weather Station,06/22/2019,0,193.75,856
Oak Street Weather Station,04/06/2017,1,193.75,729
63rd Street Weather Station,04/16/2017,0,193.69565217391303,736
Foster Weather Station,11/01/2022,2,193.6875,504
Foster Weather Station,08/04/2022,2,193.66666666666666,840
63rd Street Weather Station,03/27/2019,2,193.58333333333334,678
63rd Street Weather Station,09/19/2021,0,193.56521739130434,630
63rd Street Weather Station,08/23/2021,0,193.47826086956522,625
Oak Street Weather Station,08/24/2020,-6,193.16666666666666,698
Oak Street Weather Station,05/20/2020,0,193.0909090909091,774
63rd Street Weather Station,03/21/2022,0,193.08695652173913,603
Foster Weather Station,10/05/2020,0,193.08333333333334,676
63rd Street Weather Station,08/28/2016,0,193.04347826086956,764
Oak Street Weather Station,05/27/2015,0,193.0,783
Foster Weather Station,07/25/2015,0,192.95833333333334,711
63rd Street Weather Station,08/09/2016,0,192.75,797
Oak Street Weather Station,08/13/2019,-4,192.58333333333334,766
Oak Street Weather Station,08/02/2016,-4,192.45,709
Oak Street Weather Station,07/18/2016,-3,192.42105263157896,774
Foster Weather Station,08/31/2021,1,192.41666666666666,718
63rd Street Weather Station,09/17/2015,0,192.23809523809524,682
Foster Weather Station,06/12/2022,2,192.16666666666666,749
Foster Weather Station,09/29/2022,3,192.04166666666666,679
Oak Street Weather Station,08/01/2017,-4,191.85,919
63rd Street Weather Station,08/16/2018,0,191.83333333333334,737
Oak Street Weather Station,09/14/2015,0,191.8181818181818,720
Foster Weather Station,06/01/2022,0,191.79166666666666,798
Oak Street Weather Station,08/31/2021,-4,191.70833333333334,701
Oak Street Weather Station,09/19/2020,-2,191.56521739130434,712
63rd Street Weather Station,03/02/2016,4,191.45833333333334,676
Foster Weather Station,09/29/2020,0,191.41666666666666,810
63rd Street Weather Station,07/14/2021,0,191.3913043478261,734
Oak Street Weather Station,06/06/2018,-3,191.375,704
Oak Street Weather Station,07/17/2019,-5,191.29166666666666,855
Oak Street Weather Station,08/15/2015,-2,191.2173913043478,781
Oak Street Weather Station,06/05/2017,-4,191.2173913043478,663
Oak Street Weather Station,08/13/2015,0,191.14285714285714,794
63rd Street Weather Station,09/02/2020,0,191.08333333333334,672
63rd Street Weather Station,07/30/2022,0,191.04166666666666,818
Foster Weather Station,07/28/2021,2,191.04166666666666,712
Foster Weather Station,05/20/2021,2,191.0,875
Foster Weather Station,08/29/2021,2,190.875,839
63rd Street Weather Station,06/05/2022,1,190.875,810
Foster Weather Station,09/24/2020,0,190.79166666666666,769
63rd Street Weather Station,09/28/2017,1,190.70833333333334,685
63rd Street Weather Station,03/09/2022,4,190.70833333333334,663
Oak Street Weather Station,04/01/2022,2,190.58333333333334,780
Oak Street Weather Station,05/28/2020,-4,190.52173913043478,785
Oak Street Weather Station,05/23/2020,-3,190.5,755
Foster Weather Station,02/26/2023,3,190.4090909090909,619
63rd Street Weather Station,09/24/2015,1,190.375,700
Oak Street Weather Station,09/18/2016,-3,190.30434782608697,725
Oak Street Weather Station,08/10/2017,-4,190.27272727272728,873
63rd Street Weather Station,09/29/2017,1,190.20833333333334,697
Oak Street Weather Station,09/07/2020,-4,189.83333333333334,672
63rd Street Weather Station,06/29/2017,0,189.79166666666666,861
Oak Street Weather Station,04/11/2018,0,189.75,753
63rd Street Weather Station,05/25/2021,0,189.70833333333334,793
63rd Street Weather Station,08/31/2021,0,189.66666666666666,672
Oak Street Weather Station,09/02/2017,-3,189.56521739130434,787
63rd Street Weather Station,08/25/2021,0,189.41666666666666,761
63rd Street Weather Station,03/07/2017,1,189.29166666666666,714
63rd Street Weather Station,06/04/2020,0,189.20833333333334,905
63rd Street Weather Station,09/08/2021,0,189.125,842
Foster Weather Station,07/07/2021,2,189.04166666666666,801
Oak Street Weather Station,07/17/2021,-3,189.0,732
63rd Street Weather Station,09/06/2015,0,188.95652173913044,749
Foster Weather Station,09/10/2021,1,188.91666666666666,834
Oak Street Weather Station,08/21/2015,1,188.91666666666666,747
63rd Street Weather Station,09/13/2016,0,188.875,692
Oak Street Weather Station,06/10/2022,-3,188.875,882
Oak Street Weather Station,06/13/2022,-5,188.8695652173913,819
Foster Weather Station,03/19/2016,0,188.7826086956522,762
63rd Street Weather Station,05/24/2021,0,188.77272727272728,844
Foster Weather Station,04/23/2022,2,188.72727272727272,758
Oak Street Weather Station,03/18/2018,0,188.72727272727272,710
Oak Street Weather Station,06/28/2016,-2,188.72222222222223,877
63rd Street Weather Station,09/25/2017,0,188.58333333333334,685
Oak Street Weather Station,03/30/2018,0,188.58333333333334,826
Oak Street Weather Station,05/11/2020,1,188.45833333333334,868
63rd Street Weather Station,07/30/2016,0,188.41666666666666,809
Oak Street Weather Station,05/21/2017,-3,188.4090909090909,864
Oak Street Weather Station,06/21/2016,-3,188.3684210526316,888
Oak Street Weather Station,06/28/2019,-4,188.33333333333334,605
Oak Street Weather Station,03/21/2016,1,188.3125,698
63rd Street Weather Station,05/15/2020,1,188.30434782608697,778
Oak Street Weather Station,05/02/2020,-3,188.25,820
Oak Street Weather Station,09/20/2016,-3,188.2173913043478,708
Foster Weather Station,09/17/2015,0,188.1904761904762,667
Foster Weather Station,06/04/2015,0,188.16666666666666,812
63rd Street Weather Station,06/08/2019,1,188.08333333333334,777
Oak Street Weather Station,09/09/2015,0,188.04545454545453,840
63rd Street Weather Station,07/21/2017,0,188.04166666666666,963
Oak Street Weather Station,07/01/2018,-6,188.0,835
63rd Street Weather Station,09/17/2018,0,187.83333333333334,657
Foster Weather Station,09/07/2015,0,187.79166666666666,882
Oak Street Weather Station,07/23/2016,-5,187.69565217391303,789
Foster Weather Station,09/03/2022,1,187.58333333333334,731
Oak Street Weather Station,07/05/2017,-5,187.5,721
Foster Weather Station,08/24/2015,0,187.45833333333334,899
Oak Street Weather Station,06/24/2015,0,187.4090909090909,719
Oak Street Weather Station,05/24/2022,0,187.3913043478261,959
63rd Street Weather Station,07/20/2016,0,187.33333333333334,733
63rd Street Weather Station,05/11/2020,3,187.29166666666666,908
63rd Street Weather Station,09/07/2020,0,187.125,618
Foster Weather Station,07/18/2015,1,187.04545454545453,774
Oak Street Weather Station,08/18/2017,-5,186.8181818181818,796
Oak Street Weather Station,09/14/2017,-4,186.8,685
Oak Street Weather Station,04/10/2020,1,186.7391304347826,1001
Oak Street Weather Station,07/30/2021,-3,186.7391304347826,1035
63rd Street Weather Station,08/23/2020,0,186.70833333333334,740
Foster Weather Station,09/29/2021,2,186.70833333333334,638
63rd Street Weather Station,08/18/2016,0,186.65217391304347,767
Oak Street Weather Station,09/20/2015,0,186.38095238095238,753
63rd Street Weather Station,09/26/2019,1,186.29166666666666,665
63rd Street Weather Station,08/24/2021,0,186.25,727
Oak Street Weather Station,08/10/2016,-4,186.2,775
Foster Weather Station,09/25/2021,0,186.16666666666666,759
Oak Street Weather Station,04/19/2022,2,186.15,991
63rd Street Weather Station,09/10/2019,0,186.125,684
Oak Street Weather Station,06/29/2020,-4,186.04166666666666,851
Oak Street Weather Station,09/05/2019,-3,185.91666666666666,742
Oak Street Weather Station,06/07/2016,0,185.86363636363637,1026
Foster Weather Station,06/29/2021,2,185.83333333333334,964
63rd Street Weather Station,06/06/2018,1,185.83333333333334,681
63rd Street Weather Station,07/07/2021,0,185.79166666666666,668
63rd Street Weather Station,05/10/2017,3,185.75,965
Foster Weather Station,08/21/2015,0,185.69230769230768,681
Foster Weather Station,03/05/2023,0,185.54166666666666,665
Oak Street Weather Station,04/12/2022,-3,185.47826086956522,825
Foster Weather Station,07/22/2021,2,185.45833333333334,532
Oak Street Weather Station,05/28/2017,-3,185.4090909090909,867
Foster Weather Station,09/27/2021,2,185.375,628
Oak Street Weather Station,05/25/2021,-5,185.33333333333334,845
Oak Street Weather Station,08/27/2020,-6,185.125,879
Oak Street Weather Station,09/08/2021,-4,185.125,795
Oak Street Weather Station,08/18/2021,-5,185.125,758
63rd Street Weather Station,09/12/2018,1,185.10526315789474,707
Oak Street Weather Station,09/03/2020,-4,185.0909090909091,739
Foster Weather Station,03/17/2016,0,185.08333333333334,784
Oak Street Weather Station,07/07/2015,0,185.05,1016
63rd Street Weather Station,10/01/2017,1,185.04545454545453,828
Oak Street Weather Station,08/15/2019,-3,185.0,794
63rd Street Weather Station,06/23/2021,0,184.91304347826087,837
Oak Street Weather Station,08/28/2022,-6,184.75,806
Oak Street Weather Station,07/28/2021,-5,184.63636363636363,644
Foster Weather Station,07/24/2021,2,184.6086956521739,679
Oak Street Weather Station,04/08/2020,0,184.5,766
63rd Street Weather Station,08/03/2017,0,184.5,885
63rd Street Weather Station,09/16/2020,0,184.45833333333334,623
Oak Street Weather Station,07/13/2015,-2,184.42857142857142,814
63rd Street Weather Station,08/25/2020,0,184.41666666666666,708
63rd Street Weather Station,05/20/2021,0,184.375,908
63rd Street Weather Station,06/02/2018,2,184.29166666666666,694
Foster Weather Station,10/07/2020,0,184.20833333333334,644
Foster Weather Station,09/26/2021,2,184.20833333333334,649
63rd Street Weather Station,08/18/2021,0,184.08333333333334,843
Foster Weather Station,09/24/2021,2,184.08333333333334,661
Foster Weather Station,03/15/2023,3,184.04347826086956,662
Foster Weather Station,09/15/2022,2,184.0,645
63rd Street Weather Station,08/22/2018,0,183.95833333333334,733
Foster Weather Station,09/12/2021,2,183.95833333333334,628
Oak Street Weather Station,08/26/2016,-3,183.95833333333334,748
Oak Street Weather Station,09/02/2022,-6,183.91666666666666,764
Oak Street Weather Station,03/19/2017,0,183.77272727272728,728
